iteration|level|ip_address|response_time|country|region|city|longitude|latitude|isp|org
17|2|174.111.102.226|489.371 ms|United States|NC|High Point|-80.0053|35.9557|Time Warner Cable|Time Warner Cable
17|3|24.25.62.50|121.181 ms|United States|NY|New York|-73.9597|40.7903|Time Warner Cable|Time Warner Cable
17|4|24.93.67.202|131.229 ms|United States|NC|Charlotte|-80.8439|35.2277|Time Warner Cable|Time Warner Cable
17|5|24.93.64.186|128.200 ms|United States|NC|Charlotte|-80.8431|35.2271|Time Warner Cable|Time Warner Cable
17|6|24.93.67.202|125.360 ms|United States|NC|Charlotte|-80.8439|35.2277|Time Warner Cable|Time Warner Cable
17|7|66.109.6.82|140.980 ms|United States|GA|Forest Park|-84.3691|33.6221|Time Warner Cable|Time Warner Cable
17|8|205.197.180.41|140.691 ms|United States|IL|Chicago|-87.6441|41.8825|XO Communications|XO Communications
17|9|205.197.180.54|131.490 ms|United States|IL|Chicago|-87.6441|41.8825|XO Communications|XO Communications
17|10|216.239.51.47|24.639 ms|United States|LA|Sulphur|-93.4063|30.2585|Google|Google
17|11|216.239.51.53|14.668 ms|United States|LA|Sulphur|-93.4063|30.2585|Google|Google
17|12|209.85.244.218|22.054 ms|United States|CA|Mountain View|-122.085|37.4229|Google|Google
17|13|209.85.142.140|26.019 ms|United States|CA|Mountain View|-122.085|37.4229|Google|Google
17|14|209.85.143.197|27.289 ms|United States|CA|Mountain View|-122.085|37.4229|Google|Google
17|15|209.85.142.157|29.641 ms|United States|CA|Mountain View|-122.085|37.4229|Google|Google
17|16|64.233.185.113|127.877 ms|United States|CA|Mountain View|-122.0574|37.4192|Google|Google
18|1|192.168.0.1|1.020 ms|||||||
18|2|174.111.102.226|451.931 ms|United States|NC|High Point|-80.0053|35.9557|Time Warner Cable|Time Warner Cable
18|3|24.25.62.50|35.080 ms|United States|NY|New York|-73.9597|40.7903|Time Warner Cable|Time Warner Cable
18|4|24.93.64.186|110.391 ms|United States|NC|Charlotte|-80.8431|35.2271|Time Warner Cable|Time Warner Cable
18|5|24.93.67.202|55.303 ms|United States|NC|Charlotte|-80.8439|35.2277|Time Warner Cable|Time Warner Cable
18|6|24.93.64.186|107.786 ms|United States|NC|Charlotte|-80.8431|35.2271|Time Warner Cable|Time Warner Cable
18|7|66.109.6.82|127.868 ms|United States|GA|Forest Park|-84.3691|33.6221|Time Warner Cable|Time Warner Cable
18|8|205.197.180.41|118.451 ms|United States|IL|Chicago|-87.6441|41.8825|XO Communications|XO Communications
18|9|205.197.180.54|20.567 ms|United States|IL|Chicago|-87.6441|41.8825|XO Communications|XO Communications
18|10|216.239.51.53|26.654 ms|United States|LA|Sulphur|-93.4063|30.2585|Google|Google
18|11|216.239.51.47|110.410 ms|United States|LA|Sulphur|-93.4063|30.2585|Google|Google
18|12|66.249.94.20|129.455 ms|United States|CA|Mountain View|-122.0574|37.4192|Google|Google
18|13|216.239.51.243|165.753 ms|United States|LA|Sulphur|-93.4063|30.2585|Google|Google
18|14|209.85.143.201|139.860 ms|United States|CA|Mountain View|-122.085|37.4229|Google|Google
18|15|64.233.174.133|138.719 ms|United States|CA|Mountain View|-122.0574|37.4192|Google|Google
18|16|209.85.143.197|23.040 ms|United States|CA|Mountain View|-122.085|37.4229|Google|Google
18|17|173.194.219.113|26.091 ms|United States|CA|Mountain View|-122.0574|37.4192|Google|Google
19|1|192.168.0.1|1.900 ms|||||||
19|2|174.111.102.226|293.668 ms|United States|NC|High Point|-80.0053|35.9557|Time Warner Cable|Time Warner Cable
19|3|24.25.62.50|126.437 ms|United States|NY|New York|-73.9597|40.7903|Time Warner Cable|Time Warner Cable
19|4|24.93.67.202|138.794 ms|United States|NC|Charlotte|-80.8439|35.2277|Time Warner Cable|Time Warner Cable
19|5|24.93.64.186|138.167 ms|United States|NC|Charlotte|-80.8431|35.2271|Time Warner Cable|Time Warner Cable
19|6|24.93.67.202|141.213 ms|United States|NC|Charlotte|-80.8439|35.2277|Time Warner Cable|Time Warner Cable
19|7|66.109.6.82|186.975 ms|United States|GA|Forest Park|-84.3691|33.6221|Time Warner Cable|Time Warner Cable
19|8|205.197.180.41|21.119 ms|United States|IL|Chicago|-87.6441|41.8825|XO Communications|XO Communications
19|9|205.197.180.54|17.743 ms|United States|IL|Chicago|-87.6441|41.8825|XO Communications|XO Communications
19|10|216.239.51.53|22.996 ms|United States|LA|Sulphur|-93.4063|30.2585|Google|Google
19|11|216.239.51.47|24.459 ms|United States|LA|Sulphur|-93.4063|30.2585|Google|Google
19|12|216.239.51.53|15.196 ms|United States|LA|Sulphur|-93.4063|30.2585|Google|Google
19|13|216.239.51.245|23.439 ms|United States|LA|Sulphur|-93.4063|30.2585|Google|Google
19|14|209.85.142.140|24.178 ms|United States|CA|Mountain View|-122.085|37.4229|Google|Google
19|15|66.249.94.20|27.355 ms|United States|CA|Mountain View|-122.0574|37.4192|Google|Google
19|16|64.233.174.133|35.771 ms|United States|CA|Mountain View|-122.0574|37.4192|Google|Google
19|17|209.85.143.193|99.791 ms|United States|CA|Mountain View|-122.085|37.4229|Google|Google
19|18|173.194.219.113|113.190 ms|United States|CA|Mountain View|-122.0574|37.4192|Google|Google
20|1|192.168.0.1|3.938 ms|||||||
20|2|174.111.102.224|32.871 ms|United States|NC|High Point|-80.0053|35.9557|Time Warner Cable|Time Warner Cable
20|3|24.25.62.48|15.752 ms|United States|NY|New York|-73.9597|40.7903|Time Warner Cable|Time Warner Cable
20|4|24.93.64.184|18.351 ms|United States|NC|Charlotte|-80.8431|35.2271|Time Warner Cable|Time Warner Cable
20|5|24.93.67.200|26.561 ms|United States|NC|Charlotte|-80.8439|35.2277|Time Warner Cable|Time Warner Cable
20|6|66.109.6.80|33.533 ms|United States|GA|Forest Park|-84.3691|33.6221|Time Warner Cable|Time Warner Cable
20|7|216.50.79.33|21.383 ms|United States|VA|Newport News|-76.5892|37.1254|XO Communications|XO Communications
20|8|216.50.79.66|17.679 ms|United States|VA|Newport News|-76.5892|37.1254|XO Communications|XO Communications
20|9|216.58.215.46|17.886 ms|United States|CA|Mountain View|-122.0574|37.4192|Google|Google
20|10|209.85.240.63|24.713 ms|United States|CA|Mountain View|-122.085|37.4229|Google|Google
20|11|216.239.48.95|19.745 ms|United States|LA|Sulphur|-93.4063|30.2585|Google|Google
20|12|216.239.48.6|27.839 ms|United States|LA|Sulphur|-93.4063|30.2585|Google|Google
20|13|216.239.48.9|26.175 ms|United States|LA|Sulphur|-93.4063|30.2585|Google|Google
20|14|216.239.48.2|47.322 ms|United States|LA|Sulphur|-93.4063|30.2585|Google|Google
20|15|216.239.40.118|39.154 ms|United States|FL|Sarasota|-82.356|27.2379|Google|Google
20|16|216.239.56.164|26.510 ms|United States|CA|Mountain View|-122.0574|37.4192|Google|Google
20|17|209.85.253.3|32.609 ms|United States|CA|Mountain View|-122.085|37.4229|Google|Google
20|18|216.239.56.164|30.991 ms|United States|CA|Mountain View|-122.0574|37.4192|Google|Google
20|19|74.125.21.100|29.843 ms|United States|CA|Mountain View|-122.0574|37.4192|Google|Google
21|1|192.168.0.1|1.960 ms|||||||
21|2|174.111.102.224|640.032 ms|United States|NC|High Point|-80.0053|35.9557|Time Warner Cable|Time Warner Cable
21|3|24.25.62.48|14.606 ms|United States|NY|New York|-73.9597|40.7903|Time Warner Cable|Time Warner Cable
21|4|24.93.64.184|14.354 ms|United States|NC|Charlotte|-80.8431|35.2271|Time Warner Cable|Time Warner Cable
21|5|24.93.67.200|12.748 ms|United States|NC|Charlotte|-80.8439|35.2277|Time Warner Cable|Time Warner Cable
21|6|66.109.6.80|28.323 ms|United States|GA|Forest Park|-84.3691|33.6221|Time Warner Cable|Time Warner Cable
21|7|216.50.79.33|95.673 ms|United States|VA|Newport News|-76.5892|37.1254|XO Communications|XO Communications
21|8|216.50.79.66|85.460 ms|United States|VA|Newport News|-76.5892|37.1254|XO Communications|XO Communications
21|9|216.58.215.46|24.161 ms|United States|CA|Mountain View|-122.0574|37.4192|Google|Google
21|10|216.239.62.139|39.874 ms|United States|CA|Mountain View|-122.0574|37.4192|Google|Google
21|11|216.239.49.197|19.363 ms|United States|LA|Sulphur|-93.4063|30.2585|Google|Google
21|12|216.239.50.93|20.171 ms|United States|CA|Mountain View|-122.085|37.4229|Google|Google
21|13|216.239.49.181|18.924 ms|United States|LA|Sulphur|-93.4063|30.2585|Google|Google
21|14|216.239.48.6|27.537 ms|United States|LA|Sulphur|-93.4063|30.2585|Google|Google
21|15|216.239.48.2|33.508 ms|United States|LA|Sulphur|-93.4063|30.2585|Google|Google
21|16|216.239.40.132|30.486 ms|United States|FL|Sarasota|-82.356|27.2379|Google|Google
21|17|216.239.40.118|51.519 ms|United States|FL|Sarasota|-82.356|27.2379|Google|Google
21|18|216.239.40.132|35.184 ms|United States|FL|Sarasota|-82.356|27.2379|Google|Google
21|19|216.239.56.164|35.774 ms|United States|CA|Mountain View|-122.0574|37.4192|Google|Google
21|20|209.85.142.153|26.821 ms|United States|CA|Mountain View|-122.085|37.4229|Google|Google
21|21|209.85.248.53|34.878 ms|United States|CA|Mountain View|-122.085|37.4229|Google|Google
21|22|74.125.21.100|37.276 ms|United States|CA|Mountain View|-122.0574|37.4192|Google|Google
22|1|192.168.0.1|1.522 ms|||||||
22|2|174.111.102.224|893.709 ms|United States|NC|High Point|-80.0053|35.9557|Time Warner Cable|Time Warner Cable
22|3|24.25.62.48|14.902 ms|United States|NY|New York|-73.9597|40.7903|Time Warner Cable|Time Warner Cable
22|4|24.93.64.184|28.175 ms|United States|NC|Charlotte|-80.8431|35.2271|Time Warner Cable|Time Warner Cable
22|5|24.93.67.200|14.998 ms|United States|NC|Charlotte|-80.8439|35.2277|Time Warner Cable|Time Warner Cable
22|6|66.109.6.80|23.432 ms|United States|GA|Forest Park|-84.3691|33.6221|Time Warner Cable|Time Warner Cable
22|7|216.50.79.33|30.179 ms|United States|VA|Newport News|-76.5892|37.1254|XO Communications|XO Communications
22|8|216.50.79.66|26.169 ms|United States|VA|Newport News|-76.5892|37.1254|XO Communications|XO Communications
22|9|216.239.62.139|15.288 ms|United States|CA|Mountain View|-122.0574|37.4192|Google|Google
22|10|216.58.215.46|27.113 ms|United States|CA|Mountain View|-122.0574|37.4192|Google|Google
22|11|216.239.62.139|21.092 ms|United States|CA|Mountain View|-122.0574|37.4192|Google|Google
22|12|216.239.50.93|20.842 ms|United States|CA|Mountain View|-122.085|37.4229|Google|Google
22|13|216.239.50.97|23.754 ms|United States|CA|Mountain View|-122.085|37.4229|Google|Google
22|14|216.239.49.181|19.088 ms|United States|LA|Sulphur|-93.4063|30.2585|Google|Google
22|15|216.239.48.6|27.414 ms|United States|LA|Sulphur|-93.4063|30.2585|Google|Google
22|16|216.239.48.2|31.498 ms|United States|LA|Sulphur|-93.4063|30.2585|Google|Google
22|17|216.239.40.118|29.494 ms|United States|FL|Sarasota|-82.356|27.2379|Google|Google
22|18|216.239.40.130|31.241 ms|United States|FL|Sarasota|-82.356|27.2379|Google|Google
22|19|216.239.40.118|32.111 ms|United States|FL|Sarasota|-82.356|27.2379|Google|Google
22|20|216.239.56.164|30.440 ms|United States|CA|Mountain View|-122.0574|37.4192|Google|Google
22|21|64.233.175.12|82.729 ms|United States|CA|Mountain View|-122.0574|37.4192|Google|Google
22|22|74.125.21.100|30.545 ms|United States|CA|Mountain View|-122.0574|37.4192|Google|Google
23|1|192.168.0.1|2.224 ms|||||||
23|2|174.111.102.224|164.252 ms|United States|NC|High Point|-80.0053|35.9557|Time Warner Cable|Time Warner Cable
23|3|24.25.62.48|21.185 ms|United States|NY|New York|-73.9597|40.7903|Time Warner Cable|Time Warner Cable
23|4|24.93.67.200|18.087 ms|United States|NC|Charlotte|-80.8439|35.2277|Time Warner Cable|Time Warner Cable
23|5|24.93.64.184|35.416 ms|United States|NC|Charlotte|-80.8431|35.2271|Time Warner Cable|Time Warner Cable
23|6|66.109.6.80|26.580 ms|United States|GA|Forest Park|-84.3691|33.6221|Time Warner Cable|Time Warner Cable
23|7|216.50.79.33|20.308 ms|United States|VA|Newport News|-76.5892|37.1254|XO Communications|XO Communications
23|8|216.50.79.66|17.046 ms|United States|VA|Newport News|-76.5892|37.1254|XO Communications|XO Communications
23|9|216.58.215.46|18.261 ms|United States|CA|Mountain View|-122.0574|37.4192|Google|Google
23|10|216.239.62.139|25.723 ms|United States|CA|Mountain View|-122.0574|37.4192|Google|Google
23|11|216.58.215.46|16.269 ms|United States|CA|Mountain View|-122.0574|37.4192|Google|Google
23|12|209.85.240.63|21.622 ms|United States|CA|Mountain View|-122.085|37.4229|Google|Google
23|13|216.239.50.93|23.320 ms|United States|CA|Mountain View|-122.085|37.4229|Google|Google
23|14|209.85.240.63|25.656 ms|United States|CA|Mountain View|-122.085|37.4229|Google|Google
23|15|216.239.48.31|23.750 ms|United States|LA|Sulphur|-93.4063|30.2585|Google|Google
23|16|216.239.48.9|26.780 ms|United States|LA|Sulphur|-93.4063|30.2585|Google|Google
23|17|216.239.48.31|29.551 ms|United States|LA|Sulphur|-93.4063|30.2585|Google|Google
23|18|216.239.40.130|34.347 ms|United States|FL|Sarasota|-82.356|27.2379|Google|Google
23|19|216.239.40.132|29.067 ms|United States|FL|Sarasota|-82.356|27.2379|Google|Google
23|20|216.239.40.138|26.167 ms|United States|FL|Sarasota|-82.356|27.2379|Google|Google
23|21|209.85.248.53|30.141 ms|United States|CA|Mountain View|-122.085|37.4229|Google|Google
23|22|216.239.56.164|31.557 ms|United States|CA|Mountain View|-122.0574|37.4192|Google|Google
23|23|74.125.21.100|24.370 ms|United States|CA|Mountain View|-122.0574|37.4192|Google|Google
24|1|192.168.0.1|8.086 ms|||||||
24|2|174.111.102.224|29.919 ms|United States|NC|High Point|-80.0053|35.9557|Time Warner Cable|Time Warner Cable
24|3|24.25.62.48|12.102 ms|United States|NY|New York|-73.9597|40.7903|Time Warner Cable|Time Warner Cable
24|4|24.93.67.200|10.800 ms|United States|NC|Charlotte|-80.8439|35.2277|Time Warner Cable|Time Warner Cable
24|5|24.93.64.184|19.449 ms|United States|NC|Charlotte|-80.8431|35.2271|Time Warner Cable|Time Warner Cable
24|6|66.109.6.80|27.877 ms|United States|GA|Forest Park|-84.3691|33.6221|Time Warner Cable|Time Warner Cable
24|7|216.50.79.33|15.275 ms|United States|VA|Newport News|-76.5892|37.1254|XO Communications|XO Communications
24|8|216.50.79.66|20.207 ms|United States|VA|Newport News|-76.5892|37.1254|XO Communications|XO Communications
24|9|216.58.215.46|15.746 ms|United States|CA|Mountain View|-122.0574|37.4192|Google|Google
24|10|216.239.62.139|21.836 ms|United States|CA|Mountain View|-122.0574|37.4192|Google|Google
24|11|216.239.49.181|22.643 ms|United States|LA|Sulphur|-93.4063|30.2585|Google|Google
24|12|216.239.48.101|22.723 ms|United States|LA|Sulphur|-93.4063|30.2585|Google|Google
24|13|216.239.50.93|48.307 ms|United States|CA|Mountain View|-122.085|37.4229|Google|Google
24|14|216.239.48.31|61.695 ms|United States|LA|Sulphur|-93.4063|30.2585|Google|Google
24|15|216.239.48.2|28.253 ms|United States|LA|Sulphur|-93.4063|30.2585|Google|Google
24|16|216.239.40.118|28.056 ms|United States|FL|Sarasota|-82.356|27.2379|Google|Google
24|17|216.239.40.132|25.732 ms|United States|FL|Sarasota|-82.356|27.2379|Google|Google
24|18|216.239.40.138|28.239 ms|United States|FL|Sarasota|-82.356|27.2379|Google|Google
24|19|216.239.56.164|32.286 ms|United States|CA|Mountain View|-122.0574|37.4192|Google|Google
24|20|74.125.21.100|33.362 ms|United States|CA|Mountain View|-122.0574|37.4192|Google|Google
25|1|192.168.0.1|1.553 ms|||||||
25|2|174.111.102.224|117.702 ms|United States|NC|High Point|-80.0053|35.9557|Time Warner Cable|Time Warner Cable
25|3|24.25.62.48|123.500 ms|United States|NY|New York|-73.9597|40.7903|Time Warner Cable|Time Warner Cable
25|4|24.93.67.200|121.850 ms|United States|NC|Charlotte|-80.8439|35.2277|Time Warner Cable|Time Warner Cable
25|5|24.93.64.184|127.614 ms|United States|NC|Charlotte|-80.8431|35.2271|Time Warner Cable|Time Warner Cable
25|6|66.109.6.80|147.996 ms|United States|GA|Forest Park|-84.3691|33.6221|Time Warner Cable|Time Warner Cable
25|7|216.50.79.33|18.663 ms|United States|VA|Newport News|-76.5892|37.1254|XO Communications|XO Communications
25|8|216.50.79.66|17.533 ms|United States|VA|Newport News|-76.5892|37.1254|XO Communications|XO Communications
25|9|216.58.215.46|32.590 ms|United States|CA|Mountain View|-122.0574|37.4192|Google|Google
25|10|216.239.62.139|20.154 ms|United States|CA|Mountain View|-122.0574|37.4192|Google|Google
25|11|216.58.215.46|20.864 ms|United States|CA|Mountain View|-122.0574|37.4192|Google|Google
25|12|216.239.49.181|18.553 ms|United States|LA|Sulphur|-93.4063|30.2585|Google|Google
25|13|216.239.50.93|25.568 ms|United States|CA|Mountain View|-122.085|37.4229|Google|Google
25|14|209.85.240.63|145.193 ms|United States|CA|Mountain View|-122.085|37.4229|Google|Google
25|15|216.239.48.6|41.642 ms|United States|LA|Sulphur|-93.4063|30.2585|Google|Google
25|16|216.239.48.2|34.114 ms|United States|LA|Sulphur|-93.4063|30.2585|Google|Google
25|17|216.239.40.118|51.099 ms|United States|FL|Sarasota|-82.356|27.2379|Google|Google
25|18|216.239.40.130|44.452 ms|United States|FL|Sarasota|-82.356|27.2379|Google|Google
25|19|216.239.40.138|26.987 ms|United States|FL|Sarasota|-82.356|27.2379|Google|Google
25|20|209.85.254.107|47.907 ms|United States|CA|Mountain View|-122.085|37.4229|Google|Google
25|21|216.239.56.164|59.062 ms|United States|CA|Mountain View|-122.0574|37.4192|Google|Google
25|22|209.85.253.3|86.762 ms|United States|CA|Mountain View|-122.085|37.4229|Google|Google
25|23|74.125.21.100|147.647 ms|United States|CA|Mountain View|-122.0574|37.4192|Google|Google
26|1|192.168.0.1|3.289 ms|||||||
26|2|174.111.102.224|144.168 ms|United States|NC|High Point|-80.0053|35.9557|Time Warner Cable|Time Warner Cable
26|3|24.25.62.48|16.708 ms|United States|NY|New York|-73.9597|40.7903|Time Warner Cable|Time Warner Cable
26|4|24.93.67.200|19.917 ms|United States|NC|Charlotte|-80.8439|35.2277|Time Warner Cable|Time Warner Cable
26|5|24.93.64.184|18.356 ms|United States|NC|Charlotte|-80.8431|35.2271|Time Warner Cable|Time Warner Cable
26|6|66.109.6.80|28.755 ms|United States|GA|Forest Park|-84.3691|33.6221|Time Warner Cable|Time Warner Cable
26|7|216.50.79.33|137.510 ms|United States|VA|Newport News|-76.5892|37.1254|XO Communications|XO Communications
26|8|216.50.79.66|24.966 ms|United States|VA|Newport News|-76.5892|37.1254|XO Communications|XO Communications
26|9|216.58.215.46|24.865 ms|United States|CA|Mountain View|-122.0574|37.4192|Google|Google
26|10|216.239.62.139|123.473 ms|United States|CA|Mountain View|-122.0574|37.4192|Google|Google
26|11|216.239.49.197|127.032 ms|United States|LA|Sulphur|-93.4063|30.2585|Google|Google
26|12|216.239.50.97|131.599 ms|United States|CA|Mountain View|-122.085|37.4229|Google|Google
26|13|216.239.50.93|131.971 ms|United States|CA|Mountain View|-122.085|37.4229|Google|Google
26|14|216.239.48.6|143.294 ms|United States|LA|Sulphur|-93.4063|30.2585|Google|Google
26|15|216.239.48.2|138.914 ms|United States|LA|Sulphur|-93.4063|30.2585|Google|Google
26|16|216.239.40.130|145.448 ms|United States|FL|Sarasota|-82.356|27.2379|Google|Google
26|17|216.239.40.132|150.054 ms|United States|FL|Sarasota|-82.356|27.2379|Google|Google
26|18|216.239.40.138|145.044 ms|United States|FL|Sarasota|-82.356|27.2379|Google|Google
26|19|209.85.254.107|147.176 ms|United States|CA|Mountain View|-122.085|37.4229|Google|Google
26|20|209.85.253.3|148.170 ms|United States|CA|Mountain View|-122.085|37.4229|Google|Google
26|21|209.85.254.107|56.931 ms|United States|CA|Mountain View|-122.085|37.4229|Google|Google
26|22|74.125.21.100|131.927 ms|United States|CA|Mountain View|-122.0574|37.4192|Google|Google
27|1|192.168.0.1|3.026 ms|||||||
27|2|174.111.102.224|417.642 ms|United States|NC|High Point|-80.0053|35.9557|Time Warner Cable|Time Warner Cable
27|3|24.25.62.48|118.059 ms|United States|NY|New York|-73.9597|40.7903|Time Warner Cable|Time Warner Cable
27|4|24.93.67.200|134.224 ms|United States|NC|Charlotte|-80.8439|35.2277|Time Warner Cable|Time Warner Cable
27|5|24.93.64.184|137.069 ms|United States|NC|Charlotte|-80.8431|35.2271|Time Warner Cable|Time Warner Cable
27|6|66.109.6.80|140.987 ms|United States|GA|Forest Park|-84.3691|33.6221|Time Warner Cable|Time Warner Cable
27|7|216.50.79.33|140.190 ms|United States|VA|Newport News|-76.5892|37.1254|XO Communications|XO Communications
27|8|216.50.79.66|44.927 ms|United States|VA|Newport News|-76.5892|37.1254|XO Communications|XO Communications
27|9|216.58.215.46|22.144 ms|United States|CA|Mountain View|-122.0574|37.4192|Google|Google
27|10|216.239.62.139|21.172 ms|United States|CA|Mountain View|-122.0574|37.4192|Google|Google
27|11|216.58.215.46|21.668 ms|United States|CA|Mountain View|-122.0574|37.4192|Google|Google
27|12|108.170.235.157|17.816 ms|United States|CA|Mountain View|-122.0574|37.4192|Google|Google
27|13|216.239.48.95|129.505 ms|United States|LA|Sulphur|-93.4063|30.2585|Google|Google
27|14|216.239.50.97|129.739 ms|United States|CA|Mountain View|-122.085|37.4229|Google|Google
27|15|216.239.48.31|138.919 ms|United States|LA|Sulphur|-93.4063|30.2585|Google|Google
27|16|216.239.48.2|141.368 ms|United States|LA|Sulphur|-93.4063|30.2585|Google|Google
27|17|216.239.48.9|143.162 ms|United States|LA|Sulphur|-93.4063|30.2585|Google|Google
27|18|216.239.40.130|146.972 ms|United States|FL|Sarasota|-82.356|27.2379|Google|Google
27|19|216.239.40.118|148.387 ms|United States|FL|Sarasota|-82.356|27.2379|Google|Google
27|20|216.239.40.130|153.812 ms|United States|FL|Sarasota|-82.356|27.2379|Google|Google
27|21|216.239.56.164|31.019 ms|United States|CA|Mountain View|-122.0574|37.4192|Google|Google
27|22|64.233.175.12|29.552 ms|United States|CA|Mountain View|-122.0574|37.4192|Google|Google
27|23|74.125.21.100|122.066 ms|United States|CA|Mountain View|-122.0574|37.4192|Google|Google
28|1|192.168.0.1|4.471 ms|||||||
28|2|174.111.102.224|109.748 ms|United States|NC|High Point|-80.0053|35.9557|Time Warner Cable|Time Warner Cable
28|3|24.25.62.48|105.518 ms|United States|NY|New York|-73.9597|40.7903|Time Warner Cable|Time Warner Cable
28|4|24.93.67.200|115.286 ms|United States|NC|Charlotte|-80.8439|35.2277|Time Warner Cable|Time Warner Cable
28|5|24.93.64.184|123.352 ms|United States|NC|Charlotte|-80.8431|35.2271|Time Warner Cable|Time Warner Cable
28|6|66.109.6.80|130.223 ms|United States|GA|Forest Park|-84.3691|33.6221|Time Warner Cable|Time Warner Cable
28|7|216.50.79.33|128.117 ms|United States|VA|Newport News|-76.5892|37.1254|XO Communications|XO Communications
28|8|216.50.79.66|132.824 ms|United States|VA|Newport News|-76.5892|37.1254|XO Communications|XO Communications
28|9|216.58.215.46|137.608 ms|United States|CA|Mountain View|-122.0574|37.4192|Google|Google
28|10|216.239.62.139|122.307 ms|United States|CA|Mountain View|-122.0574|37.4192|Google|Google
28|11|216.58.215.46|119.240 ms|United States|CA|Mountain View|-122.0574|37.4192|Google|Google
28|12|216.239.50.93|118.306 ms|United States|CA|Mountain View|-122.085|37.4229|Google|Google
28|13|216.239.50.97|122.055 ms|United States|CA|Mountain View|-122.085|37.4229|Google|Google
28|14|209.85.240.63|123.795 ms|United States|CA|Mountain View|-122.085|37.4229|Google|Google
28|15|216.239.48.6|167.304 ms|United States|LA|Sulphur|-93.4063|30.2585|Google|Google
28|16|216.239.48.9|136.231 ms|United States|LA|Sulphur|-93.4063|30.2585|Google|Google
28|17|216.239.48.31|143.310 ms|United States|LA|Sulphur|-93.4063|30.2585|Google|Google
28|18|216.239.40.138|148.002 ms|United States|FL|Sarasota|-82.356|27.2379|Google|Google
28|19|216.239.40.132|147.110 ms|United States|FL|Sarasota|-82.356|27.2379|Google|Google
28|20|216.239.40.118|141.697 ms|United States|FL|Sarasota|-82.356|27.2379|Google|Google
28|21|64.233.175.12|143.117 ms|United States|CA|Mountain View|-122.0574|37.4192|Google|Google
28|22|209.85.142.153|147.182 ms|United States|CA|Mountain View|-122.085|37.4229|Google|Google
28|23|74.125.21.100|126.107 ms|United States|CA|Mountain View|-122.0574|37.4192|Google|Google
29|1|192.168.0.1|2.177 ms|||||||
29|2|174.111.102.224|136.105 ms|United States|NC|High Point|-80.0053|35.9557|Time Warner Cable|Time Warner Cable
29|3|24.25.62.48|126.669 ms|United States|NY|New York|-73.9597|40.7903|Time Warner Cable|Time Warner Cable
29|4|24.93.67.200|138.058 ms|United States|NC|Charlotte|-80.8439|35.2277|Time Warner Cable|Time Warner Cable
29|5|24.93.64.184|40.071 ms|United States|NC|Charlotte|-80.8431|35.2271|Time Warner Cable|Time Warner Cable
29|6|66.109.6.80|36.327 ms|United States|GA|Forest Park|-84.3691|33.6221|Time Warner Cable|Time Warner Cable
29|7|216.50.79.33|20.152 ms|United States|VA|Newport News|-76.5892|37.1254|XO Communications|XO Communications
29|8|216.50.79.66|19.147 ms|United States|VA|Newport News|-76.5892|37.1254|XO Communications|XO Communications
29|9|216.239.62.139|24.081 ms|United States|CA|Mountain View|-122.0574|37.4192|Google|Google
29|10|216.58.215.46|29.448 ms|United States|CA|Mountain View|-122.0574|37.4192|Google|Google
29|11|216.239.62.139|20.368 ms|United States|CA|Mountain View|-122.0574|37.4192|Google|Google
29|12|216.239.48.95|24.650 ms|United States|LA|Sulphur|-93.4063|30.2585|Google|Google
29|13|216.239.50.97|36.922 ms|United States|CA|Mountain View|-122.085|37.4229|Google|Google
29|14|216.239.49.181|51.345 ms|United States|LA|Sulphur|-93.4063|30.2585|Google|Google
29|15|216.239.48.31|116.210 ms|United States|LA|Sulphur|-93.4063|30.2585|Google|Google
29|16|216.239.48.2|146.679 ms|United States|LA|Sulphur|-93.4063|30.2585|Google|Google
29|17|216.239.40.118|130.307 ms|United States|FL|Sarasota|-82.356|27.2379|Google|Google
29|18|216.239.40.138|133.829 ms|United States|FL|Sarasota|-82.356|27.2379|Google|Google
29|19|216.239.40.118|138.955 ms|United States|FL|Sarasota|-82.356|27.2379|Google|Google
29|20|209.85.254.107|134.417 ms|United States|CA|Mountain View|-122.085|37.4229|Google|Google
29|21|209.85.142.153|145.030 ms|United States|CA|Mountain View|-122.085|37.4229|Google|Google
29|22|216.239.56.164|135.574 ms|United States|CA|Mountain View|-122.0574|37.4192|Google|Google
29|23|74.125.21.100|29.268 ms|United States|CA|Mountain View|-122.0574|37.4192|Google|Google
30|1|192.168.0.1|1.759 ms|||||||
30|2|174.111.102.224|122.284 ms|United States|NC|High Point|-80.0053|35.9557|Time Warner Cable|Time Warner Cable
30|3|24.25.62.48|123.225 ms|United States|NY|New York|-73.9597|40.7903|Time Warner Cable|Time Warner Cable
30|4|24.93.67.200|128.013 ms|United States|NC|Charlotte|-80.8439|35.2277|Time Warner Cable|Time Warner Cable
30|5|24.93.64.184|128.958 ms|United States|NC|Charlotte|-80.8431|35.2271|Time Warner Cable|Time Warner Cable
30|6|66.109.6.80|139.656 ms|United States|GA|Forest Park|-84.3691|33.6221|Time Warner Cable|Time Warner Cable
30|7|216.50.79.33|142.468 ms|United States|VA|Newport News|-76.5892|37.1254|XO Communications|XO Communications
30|8|216.50.79.66|35.694 ms|United States|VA|Newport News|-76.5892|37.1254|XO Communications|XO Communications
30|9|216.58.215.46|23.005 ms|United States|CA|Mountain View|-122.0574|37.4192|Google|Google
